unit,sizen_r2,indic_is,geo\time	2016 	2015 	2014 
PC_ENT,10_C10_18,E_CC_PEM,DE	: u	: 	: u
PC_ENT,10_C10_18,E_CC_PEM,DK	25 	20 	18 
PC_ENT,10_C10_18,E_CC_PEM,EA	10 	: 	14 
PC_ENT,10_C10_18,E_CC_PEM,EE	14 	: 	7 
PC_ENT,10_C10_18,E_CC_PEM,EL	5 	5 	: u
PC_ENT,10_C10_18,E_CC_PEM,ES	12 	8 	7 
PC_ENT,10_C10_18,E_CC_PEM,EU15	12 	: 	14 
PC_ENT,10_C10_18,E_CC_PEM,EU27	10 	: 	11 
PC_ENT,10_C10_18,E_CC_PEM,EU28	10 	: 	11 
PC_ENT,10_C10_18,E_CC_PEM,FI	40 	33 	28 
PC_ENT,10_C10_18,E_CC_PEM,FR	8 	: 	4 
PC_ENT,10_C10_18,E_CC_PEM,HR	14 	15 	15 
PC_ENT,10_C10_18,E_CC_PEM,HU	6 	6 	3 
PC_ENT,10_C10_18,E_CC_PEM,IE	30 	21 	17 
PC_ENT,10_C10_18,E_CC_PEM,IS	: 	: 	31 
PC_ENT,10_C10_18,E_CC_PEM,IT	15 b	: 	34 
PC_ENT,10_C10_18,E_CC_PEM,LT	9 	11 	6 
PC_ENT,10_C10_18,E_CC_PEM,LU	10 	: 	6 
PC_ENT,10_C10_18,E_CC_PEM,LV	4 	5 	2 
PC_ENT,10_C10_18,E_CC_PEM,MK	5 	: 	6 
PC_ENT,10_C10_18,E_CC_PEM,MT	12 	: 	11 
PC_ENT,10_C10_18,E_CC_PEM,NL	17 	: 	11 
PC_ENT,10_C10_18,E_CC_PEM,NO	23 	17 	14 
PC_ENT,10_C10_18,E_CC_PEM,PL	3 	3 	3 
PC_ENT,10_C10_18,E_CC_PEM,PT	9 	: 	6 
PC_ENT,10_C10_18,E_CC_PEM,RO	4 	4 	3 
PC_ENT,10_C10_18,E_CC_PEM,RS	: 	: 	2 
PC_ENT,10_C10_18,E_CC_PEM,SE	27 	: 	20 
PC_ENT,10_C10_18,E_CC_PEM,SI	10 	8 	4 
PC_ENT,10_C10_18,E_CC_PEM,SK	12 	19 	14 
PC_ENT,10_C10_18,E_CC_PEM,UK	20 	: 	12 
PC_ENT,10_C10_18,E_CC_PFACC,AT	: u	: 	: u
PC_ENT,10_C10_18,E_CC_PFACC,BE	13 	7 	2 
PC_ENT,10_C10_18,E_CC_PFACC,BG	1 	1 	3 
PC_ENT,10_C10_18,E_CC_PFACC,CY	0 n	1 	1 
PC_ENT,10_C10_18,E_CC_PFACC,CZ	7 	: 	4 
PC_ENT,10_C10_18,E_CC_PFACC,DE	: u	: 	: u
PC_ENT,10_C10_18,E_CC_PFACC,DK	16 	14 	14 
PC_ENT,10_C10_18,E_CC_PFACC,EA	4 	: 	5 
PC_ENT,10_C10_18,E_CC_PFACC,EE	13 	: 	6 
PC_ENT,10_C10_18,E_CC_PFACC,EL	2 	2 	: u
PC_ENT,10_C10_18,E_CC_PFACC,ES	4 	3 	3 
PC_ENT,10_C10_18,E_CC_PFACC,EU15	5 	: 	6 
PC_ENT,10_C10_18,E_CC_PFACC,EU27	5 	: 	5 
PC_ENT,10_C10_18,E_CC_PFACC,EU28	5 	: 	5 
PC_ENT,10_C10_18,E_CC_PFACC,FI	17 	15 	13 
PC_ENT,10_C10_18,E_CC_PFACC,FR	4 	: 	2 
PC_ENT,10_C10_18,E_CC_PFACC,HR	8 	9 	10 
PC_ENT,10_C10_18,E_CC_PFACC,HU	3 	4 	1 
PC_ENT,10_C10_18,E_CC_PFACC,IE	11 	7 	6 
PC_ENT,10_C10_18,E_CC_PFACC,IS	: 	: 	30 
PC_ENT,10_C10_18,E_CC_PFACC,IT	2 b	: 	12 
PC_ENT,10_C10_18,E_CC_PFACC,LT	6 	7 	4 
PC_ENT,10_C10_18,E_CC_PFACC,LU	4 	: 	1 
PC_ENT,10_C10_18,E_CC_PFACC,LV	2 	2 	2 
PC_ENT,10_C10_18,E_CC_PFACC,MK	2 	: 	6 
PC_ENT,10_C10_18,E_CC_PFACC,MT	4 	: 	3 
PC_ENT,10_C10_18,E_CC_PFACC,NL	14 	: 	12 
PC_ENT,10_C10_18,E_CC_PFACC,NO	17 	10 	8 
PC_ENT,10_C10_18,E_CC_PFACC,PL	2 	1 	1 
PC_ENT,10_C10_18,E_CC_PFACC,PT	4 	: 	2 
PC_ENT,10_C10_18,E_CC_PFACC,RO	4 	2 	2 
PC_ENT,10_C10_18,E_CC_PFACC,RS	: 	: 	0 
PC_ENT,10_C10_18,E_CC_PFACC,SE	16 	: 	7 
PC_ENT,10_C10_18,E_CC_PFACC,SI	6 	7 	: c
PC_ENT,10_C10_18,E_CC_PFACC,SK	8 	10 	7 
PC_ENT,10_C10_18,E_CC_PFACC,UK	13 	: 	6 
PC_ENT,10_C10_18,E_CC_PFIL,AT	7 	: 	7 
PC_ENT,10_C10_18,E_CC_PFIL,BE	19 	12 	5 
PC_ENT,10_C10_18,E_CC_PFIL,BG	2 	2 	3 
PC_ENT,10_C10_18,E_CC_PFIL,CY	3 	4 	3 
PC_ENT,10_C10_18,E_CC_PFIL,CZ	7 	: 	3 
PC_ENT,10_C10_18,E_CC_PFIL,DE	: u	: 	: u
PC_ENT,10_C10_18,E_CC_PFIL,DK	23 	24 	22 
PC_ENT,10_C10_18,E_CC_PFIL,EA	8 	: 	7 
PC_ENT,10_C10_18,E_CC_PFIL,EE	7 	: 	5 
PC_ENT,10_C10_18,E_CC_PFIL,EL	3 	4 	: u
PC_ENT,10_C10_18,E_CC_PFIL,ES	10 	7 	8 
PC_ENT,10_C10_18,E_CC_PFIL,EU15	11 	: 	8 
PC_ENT,10_C10_18,E_CC_PFIL,EU27	9 	: 	6 
PC_ENT,10_C10_18,E_CC_PFIL,EU28	9 	: 	6 
PC_ENT,10_C10_18,E_CC_PFIL,FI	37 	22 	20 
PC_ENT,10_C10_18,E_CC_PFIL,FR	8 	: 	3 
PC_ENT,10_C10_18,E_CC_PFIL,HR	10 	7 	9 
PC_ENT,10_C10_18,E_CC_PFIL,HU	4 	4 	3 
PC_ENT,10_C10_18,E_CC_PFIL,IE	30 	21 	21 
PC_ENT,10_C10_18,E_CC_PFIL,IS	: 	: 	31 
PC_ENT,10_C10_18,E_CC_PFIL,IT	6 b	: 	12 
PC_ENT,10_C10_18,E_CC_PFIL,LT	5 	8 	4 
PC_ENT,10_C10_18,E_CC_PFIL,LU	16 	: 	3 
PC_ENT,10_C10_18,E_CC_PFIL,LV	3 	3 	3 
PC_ENT,10_C10_18,E_CC_PFIL,MK	1 	: 	3 
PC_ENT,10_C10_18,E_CC_PFIL,MT	8 	: 	7 
PC_ENT,10_C10_18,E_CC_PFIL,NL	15 	: 	12 
PC_ENT,10_C10_18,E_CC_PFIL,NO	20 	16 	13 
PC_ENT,10_C10_18,E_CC_PFIL,PL	3 	2 	2 
PC_ENT,10_C10_18,E_CC_PFIL,PT	5 	: 	4 
PC_ENT,10_C10_18,E_CC_PFIL,RO	3 	2 	1 
PC_ENT,10_C10_18,E_CC_PFIL,RS	: 	: 	0 n
PC_ENT,10_C10_18,E_CC_PFIL,SE	26 	: 	20 
PC_ENT,10_C10_18,E_CC_PFIL,SI	7 	8 	1 
PC_ENT,10_C10_18,E_CC_PFIL,SK	6 	6 	3 
PC_ENT,10_C10_18,E_CC_PFIL,UK	25 	: 	11 
PC_ENT,10_C10_18,E_CC_PNONE,AT	1 	: 	: u
PC_ENT,10_C10_18,E_CC_PNONE,BE	1 	3 	1 
PC_ENT,10_C10_18,E_CC_PNONE,BG	: u	: c	: c
PC_ENT,10_C10_18,E_CC_PNONE,CY	0 	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,CZ	0 	: 	0 n
PC_ENT,10_C10_18,E_CC_PNONE,DE	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,DK	2 	1 	1 
PC_ENT,10_C10_18,E_CC_PNONE,EA	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,EE	0 	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,EL	0 	0 	: u
PC_ENT,10_C10_18,E_CC_PNONE,ES	1 	1 	1 
PC_ENT,10_C10_18,E_CC_PNONE,EU15	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,EU27	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,EU28	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,FI	3 	3 	6 
PC_ENT,10_C10_18,E_CC_PNONE,FR	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,HR	0 n	0 	0 
PC_ENT,10_C10_18,E_CC_PNONE,HU	1 	0 n	0 n
PC_ENT,10_C10_18,E_CC_PNONE,IE	2 	0 n	1 
PC_ENT,10_C10_18,E_CC_PNONE,IS	: 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,IT	0 bn	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,LT	0 	0 	2 
PC_ENT,10_C10_18,E_CC_PNONE,LU	0 	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,LV	0 	0 	0 
PC_ENT,10_C10_18,E_CC_PNONE,MK	0 n	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,MT	0 	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,NL	2 	: 	1 
PC_ENT,10_C10_18,E_CC_PNONE,NO	1 	2 	3 
PC_ENT,10_C10_18,E_CC_PNONE,PL	0 n	0 n	0 n
PC_ENT,10_C10_18,E_CC_PNONE,PT	0 n	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,RO	0 	0 	0 
PC_ENT,10_C10_18,E_CC_PNONE,RS	: 	: 	0 
PC_ENT,10_C10_18,E_CC_PNONE,SE	3 	: 	3 
PC_ENT,10_C10_18,E_CC_PNONE,SI	2 	: c	: c
PC_ENT,10_C10_18,E_CC_PNONE,SK	0 n	0 	0 
PC_ENT,10_C10_18,E_CC_PNONE,UK	1 	: 	1 
PC_ENT,10_C10_18,E_CC_PSOFT,AT	2 	: 	4 
PC_ENT,10_C10_18,E_CC_PSOFT,BE	16 	10 	3 
PC_ENT,10_C10_18,E_CC_PSOFT,BG	1 	1 	3 
PC_ENT,10_C10_18,E_CC_PSOFT,CY	3 	2 	2 
PC_ENT,10_C10_18,E_CC_PSOFT,CZ	6 	: 	5 
PC_ENT,10_C10_18,E_CC_PSOFT,DE	: u	: 	: u
PC_ENT,10_C10_18,E_CC_PSOFT,DK	21 	15 	11 
PC_ENT,10_C10_18,E_CC_PSOFT,EA	6 	: 	7 
PC_ENT,10_C10_18,E_CC_PSOFT,EE	8 	: 	5 
PC_ENT,10_C10_18,E_CC_PSOFT,EL	4 	3 	: u
PC_ENT,10_C10_18,E_CC_PSOFT,ES	7 	3 	3 
PC_ENT,10_C10_18,E_CC_PSOFT,EU15	7 	: 	7 
PC_ENT,10_C10_18,E_CC_PSOFT,EU27	6 	: 	5 
PC_ENT,10_C10_18,E_CC_PSOFT,EU28	6 	: 	6 
PC_ENT,10_C10_18,E_CC_PSOFT,FI	27 	15 	12 
PC_ENT,10_C10_18,E_CC_PSOFT,FR	4 	: 	2 
PC_ENT,10_C10_18,E_CC_PSOFT,HR	10 	9 	10 
PC_ENT,10_C10_18,E_CC_PSOFT,HU	4 	3 	1 
PC_ENT,10_C10_18,E_CC_PSOFT,IE	17 	14 	13 
PC_ENT,10_C10_18,E_CC_PSOFT,IS	: 	: 	20 
PC_ENT,10_C10_18,E_CC_PSOFT,IT	5 b	: 	17 
PC_ENT,10_C10_18,E_CC_PSOFT,LT	3 	6 	4 
PC_ENT,10_C10_18,E_CC_PSOFT,LU	12 	: 	7 
PC_ENT,10_C10_18,E_CC_PSOFT,LV	3 	2 	2 
PC_ENT,10_C10_18,E_CC_PSOFT,MK	3 	: 	6 
PC_ENT,10_C10_18,E_CC_PSOFT,MT	8 	: 	7 
PC_ENT,10_C10_18,E_CC_PSOFT,NL	13 	: 	10 
PC_ENT,10_C10_18,E_CC_PSOFT,NO	14 	13 	6 
PC_ENT,10_C10_18,E_CC_PSOFT,PL	2 	1 	1 
PC_ENT,10_C10_18,E_CC_PSOFT,PT	5 	: 	3 
PC_ENT,10_C10_18,E_CC_PSOFT,RO	2 	2 	2 
PC_ENT,10_C10_18,E_CC_PSOFT,RS	: 	: 	0 n
PC_ENT,10_C10_18,E_CC_PSOFT,SE	18 	: 	8 
PC_ENT,10_C10_18,E_CC_PSOFT,SI	6 	3 	3 
PC_ENT,10_C10_18,E_CC_PSOFT,SK	7 	9 	8 
PC_ENT,10_C10_18,E_CC_PSOFT,UK	16 	: 	4 
PC_ENT,10_C10_18,E_CC_SS,AT	9 	: 	5 
PC_ENT,10_C10_18,E_CC_SS,BE	14 	13 	13 
PC_ENT,10_C10_18,E_CC_SS,BG	2 	2 	2 
PC_ENT,10_C10_18,E_CC_SS,CY	4 	5 	3 
PC_ENT,10_C10_18,E_CC_SS,CZ	11 	: 	11 
PC_ENT,10_C10_18,E_CC_SS,DE	: u	: 	: u
PC_ENT,10_C10_18,E_CC_SS,DK	22 	24 	23 
PC_ENT,10_C10_18,E_CC_SS,EA	11 	: 	12 
PC_ENT,10_C10_18,E_CC_SS,EE	16 	: 	7 
PC_ENT,10_C10_18,E_CC_SS,EL	6 	3 	: u
PC_ENT,10_C10_18,E_CC_SS,ES	11 	6 	6 
PC_ENT,10_C10_18,E_CC_SS,EU15	13 	: 	13 
PC_ENT,10_C10_18,E_CC_SS,EU27	11 	: 	10 
PC_ENT,10_C10_18,E_CC_SS,EU28	11 	: 	10 
PC_ENT,10_C10_18,E_CC_SS,FI	44 	34 	39 
PC_ENT,10_C10_18,E_CC_SS,FR	9 	: 	5 
PC_ENT,10_C10_18,E_CC_SS,HR	9 	8 	7 
PC_ENT,10_C10_18,E_CC_SS,HU	6 	6 	4 
PC_ENT,10_C10_18,E_CC_SS,IE	: u	: 	14 
PC_ENT,10_C10_18,E_CC_SS,IS	: 	: 	17 
PC_ENT,10_C10_18,E_CC_SS,IT	13 b	: 	28 
PC_ENT,10_C10_18,E_CC_SS,LT	11 	: 	8 
PC_ENT,10_C10_18,E_CC_SS,LU	5 	: 	4 
PC_ENT,10_C10_18,E_CC_SS,LV	4 	3 	3 
PC_ENT,10_C10_18,E_CC_SS,MK	1 	: 	3 
PC_ENT,10_C10_18,E_CC_SS,MT	16 	: 	7 
PC_ENT,10_C10_18,E_CC_SS,NL	24 	: 	12 
PC_ENT,10_C10_18,E_CC_SS,NO	21 	14 	13 
PC_ENT,10_C10_18,E_CC_SS,PL	4 	4 	3 
PC_ENT,10_C10_18,E_CC_SS,PT	8 	: 	7 
PC_ENT,10_C10_18,E_CC_SS,RO	4 	4 	1 
PC_ENT,10_C10_18,E_CC_SS,RS	: 	: 	0 n
PC_ENT,10_C10_18,E_CC_SS,SE	22 	: 	20 
PC_ENT,10_C10_18,E_CC_SS,SI	12 	13 	6 
PC_ENT,10_C10_18,E_CC_SS,SK	11 	14 	9 
PC_ENT,10_C10_18,E_CC_SS,UK	29 	: 	15 
PC_ENT,10_C10_33,E_CC,AT	14 	: 	11 
PC_ENT,10_C10_33,E_CC,BE	23 	: u	: u
PC_ENT,10_C10_33,E_CC,BG	4 	4 	6 
PC_ENT,10_C10_33,E_CC,CY	5 	5 	6 
PC_ENT,10_C10_33,E_CC,CZ	15 	: 	13 
PC_ENT,10_C10_33,E_CC,DE	14 	: 	10 
PC_ENT,10_C10_33,E_CC,DK	41 	34 	33 
PC_ENT,10_C10_33,E_CC,EA	17 	: 	20 
PC_ENT,10_C10_33,E_CC,EE	19 	: 	13 
PC_ENT,10_C10_33,E_CC,EL	9 	6 	: u
PC_ENT,10_C10_33,E_CC,ES	16 	12 	13 
PC_ENT,10_C10_33,E_CC,EU15	20 	: 	20 
PC_ENT,10_C10_33,E_CC,EU27	17 	: 	17 
PC_ENT,10_C10_33,E_CC,EU28	17 	: 	17 
PC_ENT,10_C10_33,E_CC,FI	59 	51 	47 
PC_ENT,10_C10_33,E_CC,FR	16 	: 	9 
PC_ENT,10_C10_33,E_CC,HR	18 	19 	21 
PC_ENT,10_C10_33,E_CC,HU	10 	9 	6 
PC_ENT,10_C10_33,E_CC,IE	40 	36 	30 
PC_ENT,10_C10_33,E_CC,IS	: 	: 	42 
PC_ENT,10_C10_33,E_CC,IT	20 b	: 	38 
PC_ENT,10_C10_33,E_CC,LT	15 	15 	12 
PC_ENT,10_C10_33,E_CC,LU	20 	: 	14 
PC_ENT,10_C10_33,E_CC,LV	7 	7 	5 
PC_ENT,10_C10_33,E_CC,MK	7 	: 	: u
PC_ENT,10_C10_33,E_CC,MT	21 	20 	17 
PC_ENT,10_C10_33,E_CC,NL	25 	: 	22 
PC_ENT,10_C10_33,E_CC,NO	36 	34 	26 
PC_ENT,10_C10_33,E_CC,PL	7 	6 	5 
PC_ENT,10_C10_33,E_CC,PT	12 	: 	8 
PC_ENT,10_C10_33,E_CC,RO	6 	6 	5 
PC_ENT,10_C10_33,E_CC,RS	: 	: 	4 
PC_ENT,10_C10_33,E_CC,SE	46 	: 	37 
PC_ENT,10_C10_33,E_CC,SI	18 	16 	11 
PC_ENT,10_C10_33,E_CC,SK	14 	20 	14 
PC_ENT,10_C10_33,E_CC,TR	10 	: 	: 
PC_ENT,10_C10_33,E_CC,UK	32 	: 	18 
PC_ENT,10_C10_33,E_CCX,AT	85 	: 	88 
PC_ENT,10_C10_33,E_CCX,BE	77 	: u	: u
PC_ENT,10_C10_33,E_CCX,BG	88 	87 	84 
PC_ENT,10_C10_33,E_CCX,CY	93 	89 	88 
PC_ENT,10_C10_33,E_CCX,CZ	83 	: 	85 
PC_ENT,10_C10_33,E_CCX,DE	79 	: 	89 
PC_ENT,10_C10_33,E_CCX,DK	59 	66 	66 
PC_ENT,10_C10_33,E_CCX,EA	80 	: 	79 
PC_ENT,10_C10_33,E_CCX,EE	77 	: 	83 
PC_ENT,10_C10_33,E_CCX,EL	85 	87 	88 
PC_ENT,10_C10_33,E_CCX,ES	81 	85 	85 
PC_ENT,10_C10_33,E_CCX,EU15	77 	: 	78 
PC_ENT,10_C10_33,E_CCX,EU27	79 	: 	80 
PC_ENT,10_C10_33,E_CCX,EU28	79 	: 	80 
PC_ENT,10_C10_33,E_CCX,FI	41 	49 	53 
PC_ENT,10_C10_33,E_CCX,FR	83 	: 	89 
PC_ENT,10_C10_33,E_CCX,HR	70 	69 	76 
PC_ENT,10_C10_33,E_CCX,HU	84 	82 	84 
PC_ENT,10_C10_33,E_CCX,IE	59 	62 	67 
PC_ENT,10_C10_33,E_CCX,IS	: 	: 	58 
PC_ENT,10_C10_33,E_CCX,IT	79 b	: 	61 
PC_ENT,10_C10_33,E_CCX,LT	85 	85 	88 
PC_ENT,10_C10_33,E_CCX,LU	79 	: 	86 
PC_ENT,10_C10_33,E_CCX,LV	90 	90 	91 
PC_ENT,10_C10_33,E_CCX,MK	86 	: 	: u
PC_ENT,10_C10_33,E_CCX,MT	76 	76 	80 
PC_ENT,10_C10_33,E_CCX,NL	75 	: 	78 
PC_ENT,10_C10_33,E_CCX,NO	63 	65 	71 
PC_ENT,10_C10_33,E_CCX,PL	87 	86 	89 
PC_ENT,10_C10_33,E_CCX,PT	86 	: 	87 
PC_ENT,10_C10_33,E_CCX,RO	79 	79 	77 
PC_ENT,10_C10_33,E_CCX,RS	: 	: 	96 
PC_ENT,10_C10_33,E_CCX,SE	53 	: 	61 
PC_ENT,10_C10_33,E_CCX,SI	82 	83 	87 
PC_ENT,10_C10_33,E_CCX,SK	84 	79 	85 
PC_ENT,10_C10_33,E_CCX,TR	84 	: 	: 
PC_ENT,10_C10_33,E_CCX,UK	66 	: 	80 
PC_ENT,10_C10_33,E_CC_BS,AT	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,BE	: 	4 	2 
PC_ENT,10_C10_33,E_CC_BS,BG	: 	: c	: c
PC_ENT,10_C10_33,E_CC_BS,CY	: 	: 	0 
PC_ENT,10_C10_33,E_CC_BS,CZ	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,DE	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,DK	: 	3 	3 
PC_ENT,10_C10_33,E_CC_BS,EA	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,EE	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,EL	: 	1 	: u
PC_ENT,10_C10_33,E_CC_BS,ES	: 	2 	1 
PC_ENT,10_C10_33,E_CC_BS,EU15	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,EU27	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,EU28	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,FI	: 	7 	6 
PC_ENT,10_C10_33,E_CC_BS,FR	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,HR	: 	2 	3 
PC_ENT,10_C10_33,E_CC_BS,HU	: 	1 	1 
PC_ENT,10_C10_33,E_CC_BS,IE	: 	: 	3 
PC_ENT,10_C10_33,E_CC_BS,IS	: 	: 	7 
PC_ENT,10_C10_33,E_CC_BS,IT	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,LT	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,LU	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,LV	: 	1 	: c
PC_ENT,10_C10_33,E_CC_BS,MK	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,MT	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,NL	: 	: 	2 
PC_ENT,10_C10_33,E_CC_BS,NO	: 	4 	3 
PC_ENT,10_C10_33,E_CC_BS,PL	: 	1 	1 
PC_ENT,10_C10_33,E_CC_BS,PT	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,RO	: 	0 n	0 n
PC_ENT,10_C10_33,E_CC_BS,RS	: 	: 	1 
PC_ENT,10_C10_33,E_CC_BS,SE	: 	: 	4 
PC_ENT,10_C10_33,E_CC_BS,SI	: 	: c	1 
PC_ENT,10_C10_33,E_CC_BS,SK	: 	1 	1 
PC_ENT,10_C10_33,E_CC_BS,UK	: 	: 	2 
PC_ENT,10_C10_33,E_CC_DS,AT	5 	: 	4 
PC_ENT,10_C10_33,E_CC_DS,BE	11 	11 	5 
PC_ENT,10_C10_33,E_CC_DS,BG	: u	: u	: u
PC_ENT,10_C10_33,E_CC_DS,CY	1 	: 	2 
PC_ENT,10_C10_33,E_CC_DS,CZ	6 	: 	5 
PC_ENT,10_C10_33,E_CC_DS,DE	: u	: 	: u
PC_ENT,10_C10_33,E_CC_DS,DK	16 	11 	9 
PC_ENT,10_C10_33,E_CC_DS,EA	7 	: 	7 
PC_ENT,10_C10_33,E_CC_DS,EE	7 	: 	4 
PC_ENT,10_C10_33,E_CC_DS,EL	2 	2 	: u
PC_ENT,10_C10_33,E_CC_DS,ES	7 	7 	4 
PC_ENT,10_C10_33,E_CC_DS,EU15	7 	: 	7 
PC_ENT,10_C10_33,E_CC_DS,EU27	6 	: 	6 
PC_ENT,10_C10_33,E_CC_DS,EU28	7 	: 	6 
PC_ENT,10_C10_33,E_CC_DS,FI	14 	12 	11 
PC_ENT,10_C10_33,E_CC_DS,FR	8 	: 	4 
PC_ENT,10_C10_33,E_CC_DS,HR	11 	10 	10 
PC_ENT,10_C10_33,E_CC_DS,HU	4 	4 	3 
PC_ENT,10_C10_33,E_CC_DS,IE	: u	: 	4 
PC_ENT,10_C10_33,E_CC_DS,IS	: 	: 	15 
PC_ENT,10_C10_33,E_CC_DS,IT	7 b	: 	13 
PC_ENT,10_C10_33,E_CC_DS,LT	5 	: 	4 
PC_ENT,10_C10_33,E_CC_DS,LU	7 	: 	4 
PC_ENT,10_C10_33,E_CC_DS,LV	3 	4 	: c
PC_ENT,10_C10_33,E_CC_DS,MK	1 	: 	2 
PC_ENT,10_C10_33,E_CC_DS,MT	5 	: 	5 
PC_ENT,10_C10_33,E_CC_DS,NL	11 	: 	6 
PC_ENT,10_C10_33,E_CC_DS,NO	12 	10 	6 
PC_ENT,10_C10_33,E_CC_DS,PL	3 	2 	2 
PC_ENT,10_C10_33,E_CC_DS,PT	3 	: 	3 
PC_ENT,10_C10_33,E_CC_DS,RO	1 	1 	0 n
PC_ENT,10_C10_33,E_CC_DS,RS	: 	: 	2 
PC_ENT,10_C10_33,E_CC_DS,SE	13 	: 	10 
PC_ENT,10_C10_33,E_CC_DS,SI	6 	5 	4 
PC_ENT,10_C10_33,E_CC_DS,SK	4 	5 	3 
PC_ENT,10_C10_33,E_CC_DS,UK	11 	: 	7 
PC_ENT,10_C10_33,E_CC_HI,AT	5 	: 	4 
PC_ENT,10_C10_33,E_CC_HI,BE	13 	11 	: u
PC_ENT,10_C10_33,E_CC_HI,BG	: u	: u	: u
PC_ENT,10_C10_33,E_CC_HI,CY	0 n	: 	2 
PC_ENT,10_C10_33,E_CC_HI,CZ	6 	: 	6 
PC_ENT,10_C10_33,E_CC_HI,DE	: u	: 	: u
PC_ENT,10_C10_33,E_CC_HI,DK	19 	18 	16 
PC_ENT,10_C10_33,E_CC_HI,EA	7 	: 	7 
PC_ENT,10_C10_33,E_CC_HI,EE	13 	: 	7 
PC_ENT,10_C10_33,E_CC_HI,EL	3 	3 	: u
PC_ENT,10_C10_33,E_CC_HI,ES	7 	5 	4 
PC_ENT,10_C10_33,E_CC_HI,EU15	8 	: 	7 
PC_ENT,10_C10_33,E_CC_HI,EU27	7 	: 	6 
PC_ENT,10_C10_33,E_CC_HI,EU28	7 	: 	6 
PC_ENT,10_C10_33,E_CC_HI,FI	29 	22 	17 
PC_ENT,10_C10_33,E_CC_HI,FR	7 	: 	3 
PC_ENT,10_C10_33,E_CC_HI,HR	9 	11 	12 
PC_ENT,10_C10_33,E_CC_HI,HU	4 	4 	2 
PC_ENT,10_C10_33,E_CC_HI,IE	15 	14 	10 
PC_ENT,10_C10_33,E_CC_HI,IS	: 	: 	30 
PC_ENT,10_C10_33,E_CC_HI,IT	5 b	: 	13 
PC_ENT,10_C10_33,E_CC_HI,LT	8 	9 	6 
PC_ENT,10_C10_33,E_CC_HI,LU	9 	: 	7 
PC_ENT,10_C10_33,E_CC_HI,LV	3 	4 	3 
PC_ENT,10_C10_33,E_CC_HI,MK	3 	: 	: u
PC_ENT,10_C10_33,E_CC_HI,MT	7 	: 	5 
PC_ENT,10_C10_33,E_CC_HI,NL	15 	: 	12 
PC_ENT,10_C10_33,E_CC_HI,NO	24 	14 	12 
PC_ENT,10_C10_33,E_CC_HI,PL	3 	2 	2 
PC_ENT,10_C10_33,E_CC_HI,PT	6 	: 	4 
PC_ENT,10_C10_33,E_CC_HI,RO	4 	4 	2 
PC_ENT,10_C10_33,E_CC_HI,RS	: 	: 	1 
PC_ENT,10_C10_33,E_CC_HI,SE	18 	: 	14 
PC_ENT,10_C10_33,E_CC_HI,SI	10 	9 	5 
PC_ENT,10_C10_33,E_CC_HI,SK	8 	10 	8 
PC_ENT,10_C10_33,E_CC_HI,UK	13 	: 	7 
PC_ENT,10_C10_33,E_CC_LO,AT	7 	: 	5 
PC_ENT,10_C10_33,E_CC_LO,BE	8 	8 	7 
PC_ENT,10_C10_33,E_CC_LO,BG	: u	: c	: c
PC_ENT,10_C10_33,E_CC_LO,CY	4 	3 	4 
PC_ENT,10_C10_33,E_CC_LO,CZ	7 	: 	6 
PC_ENT,10_C10_33,E_CC_LO,DE	: u	: 	: u
PC_ENT,10_C10_33,E_CC_LO,DK	17 	11 	11 
PC_ENT,10_C10_33,E_CC_LO,EA	8 	: 	9 
PC_ENT,10_C10_33,E_CC_LO,EE	6 	: 	5 
PC_ENT,10_C10_33,E_CC_LO,EL	4 	2 	: u
